SubAddr,Territory,X,Subregion,Xmin,COUNTYNS,TARGET_FID,LongLabel,StName,ARC_Addr_2,COUNTYFP,UnitName,Sector,Addr_type,ARC_Addr_1,LevelName,PART_PERC,Zone,FIPS,Ciy,LevelType,Country,Ymax,BldgName,NAME,ARC_Neighb,the_geom,ALAND,Rank,Address,Y,URL,ARC_Region,TOTAL_PERS,Xmax,ARC_Countr,Side,Region,Mailing_Ad,PART_YES,AWATER,RegionAbbr,Pantry_Typ,ARC_Postal,Nbrhd,AddNum,StDir,DisplayX,Food_Bank,Ymin,ARC_Post_1,UnitType,County,PlaceName,Phone,Pantry_Nam,OBJECTID,Contact_In,PostalExt,StPreDir,AddRange,MetroArea,City,Loc_name,GEOID,ARC_Subreg,StAddr,LangCode,ARC_City,Score,AFFGEOID,STATEFP,DisplayY,AddNumTo,Zip,Match_type,District,AddNumFrom,Place_addr,Hours,Join_Count,Postal,LSAD,Match_addr,State,BldgType,Distance,ExInfo,Block,ShortLabel,ARC_Addres,PART_NO,StType,StPreType,Status,Type,AddBldg
,,-77.12404011,Arlington County,-77.12504011,1480097,225,"790 S Carlin Springs Rd, Arlington, VA, 22204, USA",Carlin Springs,,13,,,StreetAddress,,,23%,,13,Arlington,,USA,38.85673814,,Arlington County,,POINT (-77.1240401 38.8557381),"67,362,395",20,790 South Carlin Springs Road,38.85573814,,VA,6.607,-77.12304011,,L,Virginia,,1.512,"244,142",VA,,22204,Forest Glen,790,,-77.12404011,CAFB,38.85473814,,,VA Arlington Cty,,,Community Church of God,225,(703)671-6726,1042,S,760-814,Washington DC Metro Area,Arlington,World,51013,VA Arlington Cty,790 S Carlin Springs Rd,ENG,,99.57,0500000US51013,51,38.85573814,760,22204,A,,814,"790 S Carlin Springs Rd, Arlington, Virginia, 22204",,1,22204,6,"790 S Carlin Springs Rd, Arlington, Virginia, 22204",VA,,0,VA,,790 S Carlin Springs Rd,790 South Carlin Springs Road,5.095,Rd,,M,,
,,-80.0252415,Salem city,-80.0262415,1789074,532,"447 Dalewood Ave, Salem, VA, 24153, USA",Dalewood,,775,,,PointAddress,,,,,0,Salem,,USA,37.306279,,Salem City,,POINT (-80.0252415 37.305279),"37,599,554",20,447 Dalewood Avenue,37.305279,,VA,0,-80.0242415,,L,Virginia,,0,"277,514",VA,,24153,,447,,-80.0252415,FASWVA,37.304279,,,,,,Lakeside Baptist Church,532,540-986-0062,4157,,,,Salem,World,51775,,447 Dalewood Ave,ENG,,100,0500000US51775,51,37.305279,,24153,A,,,"447 Dalewood Ave, Salem, Virginia, 24153",,1,24153,25,"447 Dalewood Ave, Salem, Virginia, 24153",VA,,0,,,447 Dalewood Ave,447 Dalewood Avenue,0,Ave,,M,,
,,-77.4565065,Prince William County,-77.4575065,1498430,226,"8675 Phoenix Dr, Manassas, VA, 20110, USA",Phoenix,,683,,,PointAddress,,,10%,,683,Manassas,,USA,38.764783,,Manassas City,,POINT (-77.4565065 38.763783),"25,508,044",20,8675 Phoenix Dr,38.763783,,VA,3.345,-77.4555065,,L,Virginia,,318,"147,721",VA,,20110,,8675,,-77.4565065,CAFB,38.762783,,,VA Prince William Ct,,,Yeshua Church of God in Christ INC.,226,(703)898-5163,,,,,Manassas,World,51683,VA Prince William Ct,8675 Phoenix Dr,ENG,,98.92,0500000US51683,51,38.763783,,20110,A,,,"8675 Phoenix Dr, Manassas, Virginia, 20110",,1,20110,25,"8675 Phoenix Dr, Manassas, Virginia, 20110",VA,,0,VA | CT,,8675 Phoenix Dr,8675 Phoenix Dr,3.027,Dr,,M,,
,,-77.2137135,Fairfax County,-77.2147135,1480119,227,"9518 Richmond Hwy, Lorton, VA, 22079, USA",Richmond,,59,,,PointAddress,,,17%,,59,Lorton,,USA,38.700415,,Fairfax County,,POINT (-77.2137135 38.699415),"1,012,584,627",20,9518 Richmond Hwy,38.699415,,VA,42.249,-77.2127135,,L,Virginia,,7.276,"40,233,137",VA,,22199,,9518,,-77.2137135,CAFB,38.698415,,,VA Fairfax Cty,,,Lorton Community Action Center,227,(703)339-5161,2124,,,,Lorton,World,51059,VA Fairfax Cty,9518 Richmond Hwy,ENG,,98.4,0500000US51059,51,38.699415,,22199,A,,,"9518 Richmond Hwy, Lorton, Virginia, 22079",,1,22079,6,"9518 Richmond Hwy, Lorton, Virginia, 22079",VA,,0,VA,,9518 Richmond Hwy,9518 Richmond Hwy,34.973,Hwy,,M,,
,,-77.10134379,Fairfax County,-77.102596,1480119,228,"8220 Russell Rd, Alexandria, VA, 22309, USA",Russell,,59,,,PointAddress,,,17%,,59,Alexandria,,USA,38.735029,,Fairfax County,,POINT (-77.1013438 38.7342421),"1,012,584,627",20,8220 Russell Road,38.73424207,,VA,42.249,-77.100596,,L,Virginia,,7.276,"40,233,137",VA,,22309,,8220,,-77.101596,CAFB,38.733029,,,VA Fairfax Cty,,,Rising Hope Methodist Mission Church,228,(703)360-1976,8218,,,,Alexandria,World,51059,VA Fairfax Cty,8220 Russell Rd,ENG,,99.41,0500000US51059,51,38.734029,,22309,A,,,"8220 Russell Rd, Alexandria, Virginia, 22309",,1,22309,6,"8220 Russell Rd, Alexandria, Virginia, 22309",VA,,0,VA,,8220 Russell Rd,8220 Russell Road,34.973,Rd,,M,,
,,-77.4719505,Prince William County,-77.4729505,1498430,229,"9350 Main St, Manassas, VA, 20110, USA",Main,,683,,,PointAddress,,,10%,,683,Manassas,,USA,38.752624,,Manassas City,,POINT (-77.4719505 38.75162400000001),"25,508,044",20,9350 Main Street,38.751624,,VA,3.345,-77.4709505,,L,Virginia,,318,"147,721",VA,,20110,,9350,,-77.4719505,CAFB,38.750624,,,VA Prince William Ct,,,Bull Run Unitarian Universalists,229,(703)853-2388,,,,,Manassas,World,51683,VA Prince William Ct,9350 Main St,ENG,,98.95,0500000US51683,51,38.751624,,20110,A,,,"9350 Main St, Manassas, Virginia, 20110",,1,20110,25,"9350 Main St, Manassas, Virginia, 20110",VA,,0,VA | CT,,9350 Main St,9350 Main Street,3.027,St,,M,,
,,-77.5004985,Prince William County,-77.5014985,1498430,230,"10056 Dean Dr, Manassas, VA, 20110, USA",Dean,,683,,,PointAddress,,,10%,,683,Manassas,,USA,38.745775,,Manassas City,,POINT (-77.5004985 38.744775),"25,508,044",20,10056 Dean Dr,38.744775,,VA,3.345,-77.4994985,,L,Virginia,,318,"147,721",VA,,20110,,10056,,-77.5004985,CAFB,38.743775,,,VA Prince William Ct,,,Northern Virginia Family Services SERVE,230,(571)234-9450,,,,,Manassas,World,51683,VA Prince William Ct,10056 Dean Dr,ENG,,98.86,0500000US51683,51,38.744775,,20110,A,,,"10056 Dean Dr, Manassas, Virginia, 20110",,1,20110,25,"10056 Dean Dr, Manassas, Virginia, 20110",VA,,0,VA | CT,,10056 Dean Dr,10056 Dean Dr,3.027,Dr,,M,,
,,-77.2499025,Fairfax County,-77.2509025,1480119,231,"8800 Arlington Blvd, Fairfax, VA, 22031, USA",Arlington,,59,,,PointAddress,,,17%,,59,Fairfax,,USA,38.867131,,Fairfax County,,POINT (-77.2499025 38.866131),"1,012,584,627",20,8800 Arlington Blvd,38.866131,,VA,42.249,-77.2489025,,L,Virginia,,7.276,"40,233,137",VA,,22031,,8800,,-77.2499025,CAFB,38.865131,,,VA Fairfax Cty,,,Way of Faith Christian Training Center INC.,231,(703)573-7221,2706,,,,Fairfax,World,51059,VA Fairfax Cty,8800 Arlington Blvd,ENG,,99.44,0500000US51059,51,38.866131,,22031,A,,,"8800 Arlington Blvd, Fairfax, Virginia, 22031",,1,22031,6,"8800 Arlington Blvd, Fairfax, Virginia, 22031",VA,,0,VA,,8800 Arlington Blvd,8800 Arlington Blvd,34.973,Blvd,,M,,
,,-77.5578105,Prince William County,-77.5588105,1480161,232,"8170 Flannery Ct, Manassas, VA, 20109, USA",Flannery,,153,,,PointAddress,,,12%,,153,Manassas,,USA,38.782468,,Prince William County,,POINT (-77.5578105 38.781468),"869,614,721",20,8170 Flannery Court,38.781468,,VA,24.643,-77.5568105,,L,Virginia,,2.992,"30,829,977",VA,,20109,,8170,,-77.5578105,CAFB,38.780468,,,VA Prince William Ct,,,House of Mercy,232,(703)659-1636,,,,,Manassas,World,51153,VA Prince William Ct,8170 Flannery Ct,ENG,,99.02,0500000US51153,51,38.781468,,20109,A,,,"8170 Flannery Ct, Manassas, Virginia, 20109",,1,20109,6,"8170 Flannery Ct, Manassas, Virginia, 20109",VA,,0,VA | CT,,8170 Flannery Ct,8170 Flannery Court,21.651,Ct,,M,,
,,-77.4786555,Prince William County,-77.4796555,1480161,233,"9325 Mace St, Manassas, VA, 20111, USA",Mace,,153,,,PointAddress,,,12%,,153,Manassas Park,,USA,38.782576,,Prince William County,,POINT (-77.4786555 38.781576),"869,614,721",20,9325 Mace Street,38.781576,,VA,24.643,-77.4776555,,L,Virginia,,2.992,"30,829,977",VA,,20111,,9325,,-77.4786555,CAFB,38.780576,,,VA Prince William Ct,,,Freedom Community Church,233,(571)409-4892,,,,,Manassas,World,51153,VA Prince William Ct,9325 Mace St,ENG,,98.95,0500000US51153,51,38.781576,,20111,A,,,"9325 Mace St, Manassas, Virginia, 20111",,1,20111,6,"9325 Mace St, Manassas, Virginia, 20111",VA,,0,VA | CT,,9325 Mace St,9325 Mace Street,21.651,St,,M,,
,,-77.5198845,Prince William County,-77.5208845,1480161,234,"7845 Ashton Ave, Manassas, VA, 20109, USA",Ashton,,153,,,PointAddress,,,12%,,153,Manassas,,USA,38.789902,,Prince William County,,POINT (-77.5198845 38.788902),"869,614,721",20,7845 Ashton Ave.,38.788902,,VA,24.643,-77.5188845,,L,Virginia,,2.992,"30,829,977",VA,,20109,,7845,,-77.5198845,CAFB,38.787902,,,VA Prince William Ct,,,Iglesia Vida,234,(571)501-5389,,,,,Manassas,World,51153,VA Prince William Ct,7845 Ashton Ave,ENG,,98.92,0500000US51153,51,38.788902,,20109,A,,,"7845 Ashton Ave, Manassas, Virginia, 20109",,1,20109,6,"7845 Ashton Ave, Manassas, Virginia, 20109",VA,,0,VA | CT,,7845 Ashton Ave,7845 Ashton Ave.,21.651,Ave,,M,,
,,-77.28339321,Fairfax County,-77.284558,1480119,235,"9800 Old Keene Mill Rd, Burke, VA, 22015, USA",Old Keene Mill,,59,,,PointAddress,,,17%,,59,Burke,,USA,38.775385,,Fairfax County,,POINT (-77.2833932 38.7739316),"1,012,584,627",20,9800 Old Keene Mill Road,38.77393162,,VA,42.249,-77.282558,,L,Virginia,,7.276,"40,233,137",VA,,22015,,9800,,-77.283558,CAFB,38.773385,,,VA Prince William Ct,,,Calvary Christian Church,235,(703)455-7041,3902,,,,Burke,World,51059,VA Prince William Ct,9800 Old Keene Mill Rd,ENG,,96.14,0500000US51059,51,38.774385,,22015,A,,,"9800 Old Keene Mill Rd, Burke, Virginia, 22015",,1,22015,6,"9800 Old Keene Mill Rd, Burke, Virginia, 22015",VA,,0,VAPRINCE WILLIAM CT,,9800 Old Keene Mill Rd,9800 Old Keene Mill Road,34.973,Rd,,M,,
,,-77.09394948,Fairfax County,-77.094766,1480119,236,"8145 Richmond Hwy, Alexandria, VA, 22309, USA",Richmond,,59,,,PointAddress,,,17%,,59,Alexandria,,USA,38.737189,,Fairfax County,,POINT (-77.0939495 38.7365438),"1,012,584,627",20,8145 Richmond Highway,38.73654381,,VA,42.249,-77.092766,,L,Virginia,,7.276,"40,233,137",VA,,22309,,8145,,-77.093766,CAFB,38.735189,,,VA Fairfax Cty,,,Emmanuel Worship Center Seventh Day Adventist Church,236,(202)702-8151,3613,,,,Alexandria,World,51059,VA Fairfax Cty,8145 Richmond Hwy,ENG,,99.47,0500000US51059,51,38.736189,,22309,A,,,"8145 Richmond Hwy, Alexandria, Virginia, 22309",,1,22309,6,"8145 Richmond Hwy, Alexandria, Virginia, 22309",VA,,0,VA,,8145 Richmond Hwy,8145 Richmond Highway,34.973,Hwy,,M,,
,,-77.284593,Prince William County,-77.285593,1480161,237,"13020 Telegraph Rd, Woodbridge, VA, 22192, USA",Telegraph,,153,,,PointAddress,,,12%,,153,Woodbridge,,USA,38.670589,,Prince William County,,POINT (-77.28459300000002 38.669589),"869,614,721",20,13020 Telegraph Road,38.669589,,VA,24.643,-77.283593,,L,Virginia,,2.992,"30,829,977",VA,,22192,,13020,,-77.284593,CAFB,38.668589,,,VA Prince William Ct,,,Ebenezer Baptist Church,237,(703)895-1157,,,,,Woodbridge,World,51153,VA Prince William Ct,13020 Telegraph Rd,ENG,,99.05,0500000US51153,51,38.669589,,22192,A,,,"13020 Telegraph Rd, Woodbridge, Virginia, 22192",,1,22192,6,"13020 Telegraph Rd, Woodbridge, Virginia, 22192",VA,,0,VA | CT,,13020 Telegraph Rd,13020 Telegraph Road,21.651,Rd,,M,,
,,-77.109295,Fairfax County,-77.145295,1480119,238,"22309, Alexandria, VA, USA",,,59,,,Postal,,,17%,,59,Dumfries,,USA,38.758395,,Fairfax County,,POINT (-77.109295 38.722395),"1,012,584,627",4.5,10823 Dumfries Plaza,38.722395,,VA,42.249,-77.073295,,,Virginia,,7.276,"40,233,137",VA,,22309,,,,-77.109295,CAFB,38.686395,,,VA Fairfax Cty,22309,,Mountain of Fire & Miracles Ministries,238,(301)377-1224,,,,,Alexandria,World,51059,VA Fairfax Cty,,ENG,,85,0500000US51059,51,38.722395,,22309,A,,,"Alexandria, Virginia, 22309",,1,22309,6,"22309, Alexandria, Virginia",VA,,0,10823 DUMFRIES PLAZA | VA,,22309,10823 Dumfries Plaza,34.973,,,M,,
,,-77.08149498,Fairfax County,-77.0827285,1480119,239,"7730 Fordson Rd, Alexandria, VA, 22306, USA",Fordson,,59,,,PointAddress,,,17%,,59,Alexandria,,USA,38.747935,,Fairfax County,,POINT (-77.081495 38.7471026),"1,012,584,627",20,7730 Fordson Road,38.74710264,,VA,42.249,-77.0807285,,L,Virginia,,7.276,"40,233,137",VA,,22306,,7730,,-77.0817285,CAFB,38.745935,,,VA Fairfax Cty,,,Woodlawn United Methodist Church,239,(703)360-9450,2834,,,,Alexandria,World,51059,VA Fairfax Cty,7730 Fordson Rd,ENG,,99.41,0500000US51059,51,38.746935,,22306,A,,,"7730 Fordson Rd, Alexandria, Virginia, 22306",,1,22306,6,"7730 Fordson Rd, Alexandria, Virginia, 22306",VA,,0,VA,,7730 Fordson Rd,7730 Fordson Road,34.973,Rd,,M,,
,,-77.13559213,Fairfax County,-77.13659213,1480119,240,"5901 Leesburg Pike, Falls Church, VA, 22041, USA",Leesburg,,59,,,StreetAddress,,,17%,,59,Falls Church,,USA,38.85471061,,Fairfax County,,POINT (-77.1355921 38.8537106),"1,012,584,627",20,5901 Leesburg Pike,38.85371061,,VA,42.249,-77.13459213,,L,Virginia,,7.276,"40,233,137",VA,,22044,Bailey's Crossroads,5901,,-77.13559213,CAFB,38.85271061,,,VA Fairfax Cty,,,Grace Ministries - Culmore,240,(703)793-0026,2298,,5901-5903,Washington DC Metro Area,Falls Church,World,51059,VA Fairfax Cty,5901 Leesburg Pike,ENG,,98.42,0500000US51059,51,38.85371061,5903,22044,A,,5901,"5901 Leesburg Pike, Falls Church, Virginia, 22041",,1,22041,6,"5901 Leesburg Pike, Falls Church, Virginia, 22041",VA,,0,VA,,5901 Leesburg Pike,5901 Leesburg Pike,34.973,Pike,,M,,
,,-77.06484068,City of Alexandria,-77.06584068,1498415,241,"3601 Russell Rd, Alexandria, VA, 22305, USA",Russell,,510,,,StreetAddress,,,23%,,510,Alexandria,,USA,38.83863643,,Alexandria City,,POINT (-77.0648407 38.8376364),"38,679,307",20,3601 Russell Road,38.83763643,,VA,9.178,-77.06384068,,R,Virginia,,2.096,"1,070,269",VA,,22305,Del Ray,3601,,-77.06484068,CAFB,38.83663643,,,VA City of Alexandri,,,Grace Episcopal Church,241,(703)486-6833,1731,,3573-3601,Washington DC Metro Area,Alexandria,World,51510,VA City of Alexandri,3601 Russell Rd,ENG,,98.73,0500000US51510,51,38.83763643,3601,22305,A,,3573,"3601 Russell Rd, Alexandria, Virginia, 22305",,1,22305,25,"3601 Russell Rd, Alexandria, Virginia, 22305",VA,,0,VA,,3601 Russell Rd,3601 Russell Road,7.082,Rd,,M,,
,,-77.23496146,Fairfax County,-77.235292,1480119,242,"6215 Rolling Rd, Springfield, VA, 22152, USA",Rolling,,59,,,PointAddress,,,17%,,59,Springfield,,USA,38.783629,,Fairfax County,,POINT (-77.2349615 38.7820323),"1,012,584,627",20,6215 Rolling Road,38.78203229,,VA,42.249,-77.233292,,L,Virginia,,7.276,"40,233,137",VA,,22152,,6215,,-77.234292,CAFB,38.781629,,,VA Fairfax Cty,,,Messiah United Methodist Church,242,(703)569-9862,1698,,,,Springfield,World,51059,VA Fairfax Cty,6215 Rolling Rd,ENG,,99.41,0500000US51059,51,38.782629,,22152,A,,,"6215 Rolling Rd, Springfield, Virginia, 22152",,1,22152,6,"6215 Rolling Rd, Springfield, Virginia, 22152",VA,,0,VA,,6215 Rolling Rd,6215 Rolling Road,34.973,Rd,,M,,
,,-77.12470272,Fairfax County,-77.12570272,1480119,243,"8728 Richmond Hwy, Alexandria, VA, 22309, USA",Richmond,,59,,,StreetAddress,,,17%,,59,Alexandria,,USA,38.72213647,,Fairfax County,,POINT (-77.1247027 38.7211365),"1,012,584,627",20,8728 Richmond Hwy,38.72113647,,VA,42.249,-77.12370272,,L,Virginia,,7.276,"40,233,137",VA,,22309,Mt Vernon,8728,,-77.12470272,CAFB,38.72013647,,,VA Fairfax Cty,,,Ministerio Pentecostal Cristo Vive,243,(571)221-6449,4204,,8692-8748,Washington DC Metro Area,Alexandria,World,51059,VA Fairfax Cty,8728 Richmond Hwy,ENG,,99.41,0500000US51059,51,38.72113647,8692,22309,A,,8748,"8728 Richmond Hwy, Alexandria, Virginia, 22309",,1,22309,6,"8728 Richmond Hwy, Alexandria, Virginia, 22309",VA,,0,VA,,8728 Richmond Hwy,8728 Richmond Hwy,34.973,Hwy,,M,,
,,-77.26275162,Fairfax County,-77.2638175,1480119,244,"9203 Braddock Rd, Burke, VA, 22015, USA",Braddock,,59,,,PointAddress,,,17%,,59,Burke,,USA,38.810818,,Fairfax County,,POINT (-77.2627516 38.8107245),"1,012,584,627",20,9203 Braddock Rd,38.8107245,,VA,42.249,-77.2618175,,L,Virginia,,7.276,"40,233,137",VA,,22015,,9203,,-77.2628175,CAFB,38.808818,,,VA Fairfax Cty,,,St. Stephen's UMC,244,(703)978-8724,1613,,,,Burke,World,51059,VA Fairfax Cty,9203 Braddock Rd,ENG,,99.39,0500000US51059,51,38.809818,,22015,A,,,"9203 Braddock Rd, Burke, Virginia, 22015",,1,22015,6,"9203 Braddock Rd, Burke, Virginia, 22015",VA,,0,VA,,9203 Braddock Rd,9203 Braddock Rd,34.973,Rd,,M,,
,,-77.442462,Prince William County,-77.443462,1480161,245,"8025 Rugby Rd, Manassas, VA, 20111, USA",Rugby,,153,,,PointAddress,,,12%,,153,Manassas,,USA,38.789524,,Prince William County,,POINT (-77.442462 38.788524),"869,614,721",20,8025 Rugby Road,38.788524,,VA,24.643,-77.441462,,L,Virginia,,2.992,"30,829,977",VA,,20111,,8025,,-77.442462,CAFB,38.787524,,,VA Prince William Ct,,,Mision Cristiana Agape,245,(703)389-4582,,,,,Manassas,World,51153,VA Prince William Ct,8025 Rugby Rd,ENG,,98.92,0500000US51153,51,38.788524,,20111,A,,,"8025 Rugby Rd, Manassas, Virginia, 20111",,1,20111,6,"8025 Rugby Rd, Manassas, Virginia, 20111",VA,,0,VA | CT,,8025 Rugby Rd,8025 Rugby Road,21.651,Rd,,M,,
,,-77.324193,Prince William County,-77.325193,1480161,246,"3637 Graham Park Rd, Triangle, VA, 22172, USA",Graham Park,,153,,,PointAddress,,,12%,,153,Triangle,,USA,38.557252,,Prince William County,,POINT (-77.32419300000001 38.556252),"869,614,721",20,3637 Graham Park Rd.,38.556252,,VA,24.643,-77.323193,,L,Virginia,,2.992,"30,829,977",VA,,22172,,3637,,-77.324193,CAFB,38.555252,,,VA Prince William Ct,,,Concordia Lutheran Church,246,(703)221-3703,,,,,Triangle,World,51153,VA Prince William Ct,3637 Graham Park Rd,ENG,,99,0500000US51153,51,38.556252,,22172,A,,,"3637 Graham Park Rd, Triangle, Virginia, 22172",,1,22172,6,"3637 Graham Park Rd, Triangle, Virginia, 22172",VA,,0,VA | CT,,3637 Graham Park Rd,3637 Graham Park Rd.,21.651,Rd,,M,,
,,-80.04922761,Salem city,-80.049835,1789074,533,"600 Craig Ave, Salem, VA, 24153, USA",Craig,,775,,,PointAddress,,,,,0,Salem,,USA,37.303507,,Salem City,,POINT (-80.0492276 37.3026015),"37,599,554",20,600 Craig Avenue,37.30260146,,VA,0,-80.047835,,L,Virginia,,0,"277,514",VA,,24153,,600,,-80.048835,FASWVA,37.301507,,,,,,Salem Church of God,533,540-387-2064,2826,,,,Salem,World,51775,,600 Craig Ave,ENG,,100,0500000US51775,51,37.302507,,24153,A,,,"600 Craig Ave, Salem, Virginia, 24153",,1,24153,25,"600 Craig Ave, Salem, Virginia, 24153",VA,,0,,,600 Craig Ave,600 Craig Avenue,0,Ave,,M,,
,,-77.04686591,City of Alexandria,-77.04786591,1498415,247,"118 N Washington St, Alexandria, VA, 22314, USA",Washington,,510,,,StreetAddress,,,23%,,510,Alexandria,,USA,38.806882,,Alexandria City,,POINT (-77.0468659 38.805882),"38,679,307",20,118 N. Washington St,38.805882,,VA,9.178,-77.04586591,,L,Virginia,,2.096,"1,070,269",VA,,22314,Old Town,118,,-77.04686591,CAFB,38.804882,,,VA City of Alexandri,,,Christ Church Lazarus Ministry,247,(703)778-4937,3023,N,118-178,Washington DC Metro Area,Alexandria,World,51510,VA City of Alexandri,118 N Washington St,ENG,,98.75,0500000US51510,51,38.805882,178,22314,A,,118,"118 N Washington St, Alexandria, Virginia, 22314",,1,22314,25,"118 N Washington St, Alexandria, Virginia, 22314",VA,,0,VA,,118 N Washington St,118 N. Washington St,7.082,St,,M,,
,,-77.328378,Prince William County,-77.329378,1480161,248,"17948 Fraley Blvd, Dumfries, VA, 22026, USA",Fraley,,153,,,PointAddress,,,12%,,153,Dumfries,,USA,38.564011,,Prince William County,,POINT (-77.328378 38.563011),"869,614,721",20,17948 Fraley Blvd,38.563011,,VA,24.643,-77.327378,,L,Virginia,,2.992,"30,829,977",VA,,22026,,17948,,-77.328378,CAFB,38.562011,,,VA Prince William Ct,,,Praise Center Church of God In Christ,248,(571)781-2722,,,,,Dumfries,World,51153,VA Prince William Ct,17948 Fraley Blvd,ENG,,98.97,0500000US51153,51,38.563011,,22026,A,,,"17948 Fraley Blvd, Dumfries, Virginia, 22026",,1,22026,6,"17948 Fraley Blvd, Dumfries, Virginia, 22026",VA,,0,VA | CT,,17948 Fraley Blvd,17948 Fraley Blvd,21.651,Blvd,,M,,
,,-77.2596675,Prince William County,-77.2606675,1480161,249,"1440 Old Bridge Rd, Woodbridge, VA, 22192, USA",Old Bridge,,153,,,PointAddress,,,12%,,153,Woodbridge,,USA,38.674081,,Prince William County,,POINT (-77.2596675 38.673081),"869,614,721",20,1440 Old Bridge Road,38.673081,,VA,24.643,-77.2586675,,L,Virginia,,2.992,"30,829,977",VA,,22192,,1440,,-77.2596675,CAFB,38.672081,,,VA Prince William Ct,,,Holiness Tabernacle Church of God in Christ,249,(703)497-7928,,,,,Woodbridge,World,51153,VA Prince William Ct,1440 Old Bridge Rd,ENG,,99.02,0500000US51153,51,38.673081,,22192,A,,,"1440 Old Bridge Rd, Woodbridge, Virginia, 22192",,1,22192,6,"1440 Old Bridge Rd, Woodbridge, Virginia, 22192",VA,,0,VA | CT,,1440 Old Bridge Rd,1440 Old Bridge Road,21.651,Rd,,M,,
,,-77.4551655,Fairfax County,-77.4561655,1480119,250,"14740H Flint Lee Rd, Chantilly, VA, 20151, USA",Flint Lee,,59,,,PointAddress,,,17%,,59,Chantilly,,USA,38.895661,,Fairfax County,,POINT (-77.4551655 38.894661),"1,012,584,627",20,14740 - H Flint Lee Rd,38.894661,,VA,42.249,-77.4541655,,L,Virginia,,7.276,"40,233,137",VA,,20151,,14740H,,-77.4551655,CAFB,38.893661,,,VA Fairfax Cty,,,Fairfax Church of God,250,(703)730-2785,1500,,,,Chantilly,World,51059,VA Fairfax Cty,14740H Flint Lee Rd,ENG,,99.18,0500000US51059,51,38.894661,,20151,A,,,"14740H Flint Lee Rd, Chantilly, Virginia, 20151",,1,20151,6,"14740H Flint Lee Rd, Chantilly, Virginia, 20151",VA,,0,VA,,14740H Flint Lee Rd,14740 - H Flint Lee Rd,34.973,Rd,,M,,
,,-77.0860995,Fairfax County,-77.0868415,1480119,251,"7929 Richmond Hwy, Alexandria, VA, 22306, USA",Richmond,,59,,,PointAddress,,,17%,,59,Alexandria,,USA,38.742175,,Fairfax County,,POINT (-77.08609950000002 38.7414249),"1,012,584,627",20,7929 Richmond Highway,38.74142495,,VA,42.249,-77.0848415,,L,Virginia,,7.276,"40,233,137",VA,,22306,,7929,,-77.0858415,CAFB,38.740175,,,VA Fairfax Cty,,,Greater Morning Star Apostolic Church,251,(913)680-7968,3041,,,,Alexandria,World,51059,VA Fairfax Cty,7929 Richmond Hwy,ENG,,99.47,0500000US51059,51,38.741175,,22306,A,,,"7929 Richmond Hwy, Alexandria, Virginia, 22306",,1,22306,6,"7929 Richmond Hwy, Alexandria, Virginia, 22306",VA,,0,VA,,7929 Richmond Hwy,7929 Richmond Highway,34.973,Hwy,,M,,
,,-77.11452508,Alexandria city,-77.115151,1498415,252,"2280 N Beauregard St, Alexandria, VA, 22311, USA",Beauregard,,510,,,PointAddress,,,23%,,510,Alexandria,,USA,38.837179,,Alexandria City,,POINT (-77.11452510000001 38.8364105),"38,679,307",20,2280 N. Beauregard St.,38.83641051,,VA,9.178,-77.113151,,L,Virginia,,2.096,"1,070,269",VA,,22311,,2280,,-77.114151,CAFB,38.835179,,,VA Fairfax Cty,,,Church of the Resurrection,252,(703)998-0888,2200,N,,,Alexandria,World,51510,VA Fairfax Cty,2280 N Beauregard St,ENG,,96.67,0500000US51510,51,38.836179,,22311,A,,,"2280 N Beauregard St, Alexandria, Virginia, 22311",,1,22311,25,"2280 N Beauregard St, Alexandria, Virginia, 22311",VA,,0,VA FAIRFAX CTY,,2280 N Beauregard St,2280 N. Beauregard St.,7.082,St,,M,,
,,-77.353416,Fairfax County,-77.354416,1480119,253,"1700 Wainwright Dr, Reston, VA, 20190, USA",Wainwright,,59,,,PointAddress,,,17%,,59,Reston,,USA,38.967751,,Fairfax County,,POINT (-77.353416 38.966751),"1,012,584,627",20,1700 Wainwright Drive,38.966751,,VA,42.249,-77.352416,,L,Virginia,,7.276,"40,233,137",VA,,20190,,1700,,-77.353416,CAFB,38.965751,,,VA Fairfax Cty,,,St. Anne's Episcopal Church ( Food Pantry),253,(703)435-0568,5500,,,,Reston,World,51059,VA Fairfax Cty,1700 Wainwright Dr,ENG,,99.47,0500000US51059,51,38.966751,,20190,A,,,"1700 Wainwright Dr, Reston, Virginia, 20190",,1,20190,6,"1700 Wainwright Dr, Reston, Virginia, 20190",VA,,0,VA,,1700 Wainwright Dr,1700 Wainwright Drive,34.973,Dr,,M,,
